,symbol,open,high,low,volume,close
0,AOS,1.0,1.0089976606082418,0.9928018715134065,1017343,0
1,ABT,1.0009215740484747,1.0112328514869717,0.9883067857471688,4279352,0
2,ABBV,0.9871532514779445,1.0032500287918922,0.9892894161004262,5982497,0
3,ABMD,1.0,1.0268214285714286,0.9951071428571429,241698,1
4,ACN,0.996690472043198,1.0131946871723174,0.9975533030408947,1486326,1
5,ATVI,1.0065877760156154,1.005453884377651,0.982629984244334,5516890,0
6,ADBE,0.9968022636097599,1.0050744643620952,0.9752303923474744,2033159,0
7,AAP,0.9987370548118211,1.0064491654021246,0.9786924633282751,585716,0
8,AMD,0.9986043265875785,1.0011646866992778,0.9720475192173305,40445635,0
9,AES,1.0,1.0097186700767262,0.9959079283887468,3682527,1
10,AFL,0.9901517167953154,1.0137096774193548,0.9935483870967742,2657757,0
11,A,1.0,1.0111858943975733,0.9945966442316808,914523,0
12,APD,0.9980371282187771,1.0052645088169605,0.9923997466582218,998332,0
13,AKAM,1.0022518621167504,1.0010369858278605,0.9712236432768753,1369271,0
14,ALK,1.0023684210526316,1.03307954843791,1.0,2217233,1
15,ALB,0.9969905417024936,1.0278137128072444,0.9901897369555842,1103416,1
16,ARE,1.0,1.0021165940977261,0.9800737784228349,491862,0
17,ALXN,1.0008870967741936,1.0024977842236726,0.9846909999194263,1883948,0
18,ALGN,1.0,1.0110035079303212,0.9845890924354631,555454,0
19,ALLE,1.0,1.0098095238095237,0.9897142857142858,476082,0
20,LNT,1.0,1.004420703628661,0.9902376128200405,697951,0
21,ALL,1.0,1.0133032215933828,0.9930343926861123,2532393,0
22,GOOGL,1.0041451438046043,1.0058745078115077,0.9817699733265591,1659228,0
23,GOOG,1.001008243500317,1.0057609005504913,0.9822246435109814,1930990,0
24,MO,0.9939271255060729,1.0137474541751528,0.9959266802443991,5214707,1
25,AMZN,0.9948051948051948,1.0051871192341166,0.9689585146504207,5828916,0
26,AMCR,1.0,1.003930131004367,0.9917030567685591,3150749,0
27,AEE,1.0,1.005046774987691,0.9963072378138849,702756,1
28,AAL,1.0057003257328991,1.0178137651821864,0.9951417004048583,37647677,1
29,AEP,1.0006706158488878,1.0058081090137383,0.9895007260136267,2266763,0
30,AXP,1.002664129400571,1.008445625355855,0.9941165306509775,2859413,0
31,AIG,1.0,1.0191339375629407,0.9912722390063781,7063644,0
32,AMT,0.9995061728395062,1.001646903820817,0.9802371541501977,2066214,0
33,AWK,1.0,1.0113738594011052,0.9930600179925458,597719,1
34,AMP,1.0,1.0094891382191453,0.9943900692289329,485257,0
35,ABC,1.0,1.0233924154987633,1.0,742851,1
36,AME,1.0,1.0140357443623094,0.9900814073173013,789060,1
37,AMGN,1.004890690966852,1.0077787021630615,0.9866888519134774,2694112,0
38,APH,1.0,1.0077349037531864,0.9910784916937682,1082284,0
39,ADI,1.0076565936303656,1.0038800420337888,0.9901382264974538,1494931,0
40,ANSS,1.0,1.003445062547652,0.9789907661028436,341796,0
41,ANTM,0.9924705882352941,1.0097202465623518,0.9808643229695863,1027949,0
42,AON,1.0,1.0139979192282227,0.9886503357609003,1186943,0
43,APA,1.0197802197802197,1.072198275862069,0.990301724137931,16333599,0
44,AAPL,0.995475113122172,1.0167768595041322,0.9885950413223141,151057198,1
45,AMAT,0.9986151715648564,1.0043143297380586,0.9773497688751925,5824029,0
46,APTV,1.0,1.005051025667457,0.9857746624059375,1222637,0
47,ADM,0.9852307692307692,1.0231105559025608,0.9962523422860712,4707308,1
48,ANET,1.00929203539823,1.022709338009645,0.9916703200350723,615174,0
49,AJG,1.0,1.0088089557717013,0.9892640851532392,901792,0
50,AIZ,1.0,1.0219330550781571,1.0,335942,1
51,T,0.9960460100647017,1.0086611331649225,0.991699747383616,49203669,0
52,ATO,1.0,1.0076584137641629,0.9912924884599245,689627,0
53,ADSK,1.0,1.0156351263771874,0.9904812054439404,1414684,0
54,ADP,1.0,1.0064004266951128,0.9870058003866924,2246317,0
55,AZO,1.0059893716301296,1.0035260576076477,0.9755356169552639,195757,0
56,AVB,1.0,1.0067838221992507,0.9923762760046517,844919,0
57,AVY,1.0,1.0176211453744493,1.0,348703,1
58,BKR,1.000777604976672,1.0598290598290598,0.9953379953379954,8861009,1
59,BLL,1.0067777777777778,1.0034212559320164,0.9927160357576427,1036543,0
60,BAC,0.9716679968076617,1.0098562628336756,0.968788501026694,128348985,0
61,BAX,1.0,1.012699203187251,0.9960159362549802,1689189,0
62,BDX,1.0,1.0087845257200778,0.984479263451305,932959,0
63,BRK.B,0.9986340728180492,1.0015564569380246,0.9930195264597679,5127780,0
64,BBY,1.0022754087308277,1.0081560581854871,0.987051206592113,1660876,0
65,BIO,1.0,1.006057609098776,0.9749395122123518,129724,0
66,BIIB,1.0,1.0,0.9761425304617904,977377,0
67,BLK,1.003172866520788,1.0025396132932396,0.9878784101709174,708091,0
68,BA,0.9998770894788593,1.0151813153042408,0.9987092808850646,10621917,1
69,BKNG,1.0,1.0043681099933834,0.9705615180163509,316886,0
70,BWA,1.0025458248472505,1.005332656170645,0.9786693753174199,2541712,0
71,BXP,1.0,1.00802407221665,0.9921013039117351,1022548,0
72,BSX,0.9948755490483164,1.0033112582781456,0.985896492519009,12627857,0
73,BMY,0.9970631424375918,1.0085092456226477,0.9936344297169039,8952551,0
74,AVGO,1.0001043024771838,1.0005084215466444,0.9851645199979142,1730153,0
75,BR,1.0,1.0049985919459308,0.995916643199099,310907,0
76,BF.B,1.0,1.0110724861593923,0.9936912578859277,612064,0
77,CHRW,1.0,1.0037093399277155,0.990964428381206,978009,0
78,COG,0.9979166666666667,1.0088726513569937,0.990866388308977,4106706,1
79,CDNS,1.0,1.0104273504273504,0.9897435897435897,1639885,0
80,CPB,1.0,1.0078803798747222,0.9931299252374216,967423,0
81,COF,1.0,1.0066507717404944,0.9858200527042289,1600541,0
82,CAH,1.0,1.01875,0.9943749999999999,1252761,1
83,KMX,1.0014957264957265,1.0019202048218476,0.9740238958822276,1975120,0
84,CCL,1.0155846917080085,1.0069853941758142,0.9706976322235326,34826747,0
85,CARR,0.9963414634146343,1.0113219094247246,0.9923500611995104,3485124,0
86,CTLT,1.0,1.0027915306014956,0.9650268618982407,1017559,0
87,CAT,1.0041980491418694,1.0132872248862659,0.9990163531292267,4132872,1
88,CBOE,1.0,1.0056892260282089,0.9935996207182647,1236540,1
89,CBRE,1.0,1.0109957238851557,0.9961311341885564,1044305,0
90,CDW,1.0,1.0057524160147262,0.9924068108605614,673178,0
91,CE,1.0,1.0199708579754865,1.0,511775,1
92,CNC,0.9990826938479233,1.0070508890251382,0.9793071735131822,2518846,0
93,CNP,0.995702005730659,1.010071942446043,0.9882494004796163,2804879,0
94,CERN,1.0,1.008677966101695,0.9932203389830508,1122801,1
95,CF,1.0034246575342467,1.0406177474402731,0.9918088737201365,2153754,1
96,SCHW,0.988865323435843,1.0171581769436997,0.9922252010723861,10156822,0
97,CHTR,1.0,1.00301532984486,0.9790384703914559,840748,0
98,CVX,1.0024623803009576,1.0157205240174672,0.9949508733624454,7177523,0
99,CMG,1.0,1.008886082230091,0.9884450859664553,288094,0
100,CB,1.0,1.0144915325638217,0.9983149380739742,1014379,0
101,CHD,1.0,1.010386067981536,0.9904532102391943,1136804,0
102,CI,0.9976015076237792,1.0122216497796095,0.9910698952430019,1416740,0
103,CINF,1.0,1.0115519839276745,0.9888247112004018,385797,0
104,CTAS,1.0,1.0100673030891836,0.9858353749542395,431879,0
105,CSCO,1.0005021340697968,1.0143036386449185,0.9977415307402759,16444686,1
106,C,0.9841700587969245,1.0164292279411764,0.9880514705882352,30773468,0
107,CFG,1.0213845596230517,1.013484740951029,0.9772888573456352,5046634,0
108,CTXS,1.0005618372076692,1.0106689127535622,0.9791535060012634,1218625,0
109,CME,1.0,1.0061909583655966,0.9911847042706534,1146511,0
110,CMS,1.0,1.0044697903822442,0.9921377928483355,914779,0
111,KO,0.9954256165473349,1.008791208791209,0.9920079920079921,10829133,1
112,CTSH,0.9870585063359395,1.016115815350997,0.9983611035236274,3273388,1
113,CL,1.0,1.0023620089507708,0.987319741422178,2246709,0
114,CMCSA,0.9980387884070603,1.0044759825327512,0.9823144104803494,15326671,0
115,CMA,1.0098134728503732,1.0133657351154315,0.985176184690158,1126458,0
116,CAG,1.0,1.0052590060478568,0.987904286089929,1574972,0
117,COP,0.9753581661891118,1.0437720329024678,1.0,9971771,1
118,ED,1.0,1.0036407766990292,0.9894417475728154,1085176,0
119,STZ,0.9972398116577366,1.0115054813849995,0.993433192228373,712401,0
120,CPRT,0.9976000685694695,1.0148638199158004,0.9922244179053183,804160,0
121,GLW,1.007792207792208,1.0037227949599081,0.9813860252004583,4351510,0
122,CTVA,1.014236531124965,1.0168688961231134,0.9905297425273749,3394489,1
123,COST,1.0058046127981506,1.0025641849336768,0.9838342478264628,1905710,0
124,CCI,1.0,1.0019142190584436,0.9840282347311121,1476792,0
125,CSX,0.9996225940369857,1.0225270576390637,1.0,4131851,1
126,CMI,1.0023478417915839,1.0104054054054055,0.9946396396396396,862010,0
127,CVS,0.993929173693086,1.0067865626060402,0.99151679674245,6288626,0
128,DHI,1.003463314520267,1.004729643359325,0.9884954620989389,1720638,1
129,DHR,0.9949339207048458,1.0059774186406907,0.9927385432809387,1812004,1
130,DRI,0.9995959595959595,1.0143492320129346,0.997069523039612,1298785,1
131,DVA,1.0,1.0217991868082221,0.9988705669753782,533734,1
132,DE,0.9995368421052631,1.0137748009604448,0.9987362567926198,1073782,1
133,DAL,0.9921923797626482,1.0173119294932327,0.996222851746931,16707049,0
134,XRAY,0.9894505494505496,1.021545979564638,1.0,626936,1
135,DVN,0.9845679012345678,1.0308254963427377,0.9717868338557994,11759038,0
136,DXCM,1.0034841458829427,1.007318779037818,0.9750212319528401,557065,0
137,FANG,1.0088757396449703,1.0553926360377972,0.9930009775171066,2693006,0
138,DLR,1.0,1.0018355592126083,0.9835116146591555,1053810,0
139,DFS,1.0,1.0161440546414156,0.9939459795094691,1677260,0
140,DISCA,1.0,1.005080831408776,0.9648960739030024,6082454,0
141,DISCK,1.0,1.0124095139607032,0.9705274043433298,1934385,0
142,DISH,1.0031590031590032,1.0150454863540939,0.9765570328901331,2629061,0
143,DG,0.9995511669658886,1.0003367759317467,0.9867534800179615,1192116,0
144,DLTR,1.0,1.0040368491874547,0.9779525928992858,1321224,0
145,D,1.0038004168199093,1.001465559355154,0.9871763556424036,2006201,0
146,DPZ,0.9971921086043559,1.007328175118141,0.9857006439607257,882376,0
147,DOV,1.0,1.0152279769809651,1.0,568943,1
148,DOW,0.9966666666666667,1.0236183110367894,0.9912207357859532,5396314,1
149,DTE,0.9970009996667778,1.0063502673796791,0.9855447860962566,935453,0
150,DUK,1.0,1.0071090047393365,0.9910598879793193,2460603,0
151,DRE,1.0,1.0,0.9738570346046981,1640374,0
152,DD,0.9960683760683762,1.0185344087866826,0.9888450317487557,3776948,1
153,DXC,1.003467062902427,1.0372655478775912,0.9851924975320829,2335390,0
154,EMN,1.0,1.0132350860646075,0.9982315491629333,388722,1
155,ETN,1.0,1.01455185837427,0.9978218555936602,856897,1
156,EBAY,1.0034728251432539,1.0095172175116802,0.9764665166983907,7515293,0
157,ECL,1.0,1.0101807707588397,0.99880810488677,684301,0
158,EIX,1.0,1.0088746893858715,0.9877529286474973,1105949,0
159,EW,0.9872941176470589,1.0277645376549094,0.998212583412774,1838925,1
160,EA,1.0063938618925832,1.0005232080125572,0.9846774796322596,2520501,0
161,EMR,1.0,1.0153445280833817,1.0,1950587,1
162,ENPH,1.0133177570093457,1.0246714318653447,0.9874106525247868,3037773,1
163,ETR,1.0022577610536219,1.0078177210437393,0.9839027595269382,1114499,0
164,EOG,1.0031055900621118,1.0116099071207432,0.9700722394220848,6970241,0
165,EFX,1.0,1.0067677805305457,0.9904223820170402,370167,0
166,EQIX,1.0,1.005122042991176,0.9863088519098424,472890,0
167,EQR,0.9996260983361376,1.0026182906302599,0.9812979240695717,1725256,0
168,ESS,1.0,1.0,0.9749323458196838,344329,0
169,EL,1.0008864462370357,1.0,0.9807368700735098,876827,0
170,ETSY,1.003916449086162,1.0070221066319895,0.960078023407022,3181476,0
171,RE,0.9957281939201272,1.026089993016063,0.9910455951311982,407970,1
172,EVRG,1.0,1.0173584905660378,0.9971698113207548,1618577,1
173,ES,1.0,1.0077182302424177,0.9918469398847701,1102994,0
174,EXC,0.9960665220535068,1.0102403283099588,0.9916083509974157,9089313,0
175,EXPE,1.0,1.0118430792005921,0.9765253251559691,2346121,0
176,EXPD,1.0,1.0133047210300428,0.9969957081545064,721564,1
177,EXR,1.0,1.0029961226647865,0.9932146633768064,895197,0
178,XOM,0.9944525547445257,1.0226071638285377,0.9991192014092777,18100878,1
179,FFIV,1.0,1.0219329388560159,1.0,669439,1
180,FB,1.0020573903627503,1.0040703119371803,0.9779554787119084,15601154,0
181,FAST,1.006168759638687,1.0065688635865995,0.9811692577184147,3495084,0
182,FRT,1.0,1.011711125569291,0.9826935588809369,382930,0
183,FDX,0.9990909090909091,1.0153230209281163,0.9964331210191082,2123669,1
184,FIS,1.0,1.0032804811372336,0.9773783488244943,2369965,0
185,FITB,1.0143478260869565,1.0111444492070296,0.9729961423060438,6537186,0
186,FRC,1.0024057738572574,1.00488,0.9675199999999999,683136,0
187,FE,1.0022357074417119,1.009878903760357,0.9678138942001275,4553067,1
188,FISV,0.9977152359192724,1.0054410080183276,0.9717449408171057,4643417,0
189,FLT,1.0,1.01159059918184,0.9933223710595974,528235,1
190,FLIR,0.991159413970524,1.0217184492713776,1.0,948835,1
191,FLS,1.0,1.0222874913614375,1.0,797884,1
192,FMC,1.0,1.0234958076107987,0.9997235787339905,443270,1
193,F,1.0012953367875648,1.0025873221216042,0.9767141009055627,58613290,0
194,FTNT,1.002443513315659,1.0113463295766068,0.9829424307036249,1285172,0
195,FTV,1.0,1.0134380190246113,0.9968292314661028,2332811,1
196,FBHS,1.0,1.0035886508915555,0.9887854659638892,586389,0
197,FOXA,1.0019627590364102,1.0069699192956711,0.986793837123991,3288165,0
198,FOX,1.0,1.009828904259192,0.9859847105933747,950443,0
199,BEN,0.9974093264248706,1.0272727272727273,0.9995670995670995,2878090,1
200,FCX,1.0089285714285714,1.0041297935103246,0.9893805309734514,10073797,0
201,GPS,1.0067183462532299,1.017453798767967,0.9907597535934292,5482100,1
202,GRMN,1.0,1.0033329966670033,0.9863650136349863,440447,0
203,IT,1.0,1.0146875,0.973359375,560504,0
204,GD,0.9979733035152701,1.0182072829131652,0.9992997198879551,1371237,1
205,GE,0.9970326409495548,1.025297619047619,1.0,98758892,1
206,GIS,0.9979305953517987,1.0039878768543626,0.9875578242143882,1794815,0
207,GM,1.0065892689049263,1.00498753117207,0.9828553615960101,8142935,0
208,GPC,1.0,1.0156984301569842,1.0,715500,1
209,GILD,0.9939814814814815,1.0027945971122498,0.984940226672877,7143744,0
210,GPN,1.0030550463811587,1.004042529626758,0.973252851921586,1248234,0
211,GL,1.0,1.0141705350598582,0.9948692890300513,453113,0
212,GS,1.0071576568091918,1.002665045820086,0.9831213764727885,7639278,0
213,GWW,1.0,1.0114074342326496,0.9927054502185778,249510,0
214,HAL,1.003283182455693,1.0468625893566323,0.9976171564733917,12332282,1
215,HBI,0.9952996474735606,1.0138724911452184,0.997638724911452,2827598,1
216,HIG,1.0,1.0214467408585055,0.9907260201377848,1334752,0
217,HAS,0.9988568815729308,1.008697642481117,0.9813458457312887,607028,0
218,HCA,1.0,1.0312170110088974,0.99721007389534,1211139,1
219,PEAK,1.0,1.0075839653304441,0.9909714698447093,1783275,0
220,HSIC,1.0,1.0256668344237545,1.0,738063,1
221,HES,0.9943589743589744,1.0404847859721507,0.9938112429087158,1437176,0
222,HPE,1.0010235414534288,1.0153374233128836,0.9959100204498978,6706482,0
223,HLT,1.0,1.0138202247191013,0.9865168539325843,2252854,0
224,HFC,1.0075566750629723,1.0445,0.9974999999999999,1930439,1
225,HOLX,1.0124795721289557,1.0001467351430666,0.9661041819515773,1810838,0
226,HD,0.9959749552772807,1.0027287485751788,0.9849400711547096,2280887,0
227,HON,1.0122222222222221,1.010803628170316,0.9983245710324109,2435427,1
228,HRL,1.0,1.004943642475776,0.9873442752620131,1665728,0
229,HST,0.9911190053285969,1.0094086021505377,0.9811827956989246,5547859,0
230,HWM,1.0050420168067227,1.0228539576365663,0.9966555183946487,1338475,1
231,HPQ,1.0,1.0127032520325203,0.9893292682926829,6085436,0
232,HUM,1.0,1.0050523864959255,0.9832130384167638,362406,0
233,HBAN,1.0052465897166842,1.0093945720250521,0.9853862212943632,6016975,0
234,HII,1.0,1.037388885119088,1.0,240637,1
235,IEX,1.0,1.0225222792330542,0.9981636510937077,412619,1
236,IDXX,1.001952380952381,1.0238581816453591,0.9886174611472838,314330,0
237,INFO,1.0,1.0088694565896317,0.991630231105559,1365134,0
238,ITW,1.0,1.0136676499508357,0.9983775811209439,571152,0
239,ILMN,0.9985549132947977,1.0055861070911722,0.9442547033285095,1653562,0
240,INCY,0.9873483897950649,1.031663666207773,0.9873980726464047,1086168,0
241,IR,1.0015995734470808,1.0141070002661698,0.9928134149587436,2651179,0
242,INTC,0.9992599444958372,1.0072208850212923,0.9907424551009072,21885105,0
243,ICE,0.9938170225099024,1.0056381841158744,0.9876057159521726,2628290,0
244,IBM,1.0002398081534771,1.014464956445297,1.0,3795069,1
245,IFF,1.0,1.0064603876232574,0.9924345460727644,897230,0
246,IP,1.0045382346267302,1.0160379489496272,1.0,2953174,1
247,IPG,1.0,1.0127001656543346,0.992821645499724,6273495,0
248,INTU,1.0,1.0,0.9708099803692851,896431,0
249,ISRG,1.0017282321899736,1.0090476880325558,0.9826816451778588,638311,0
250,IVZ,0.9935251798561151,1.0369297610427226,0.9971035481535119,7232828,1
251,IPGP,1.0,1.01049768833288,0.9804188196899647,132163,0
252,IQV,1.0071609098567817,1.0045408376650533,0.9815677839517237,779535,0
253,IRM,1.0003607503607503,1.0028849621348719,0.98557518932564,1568730,0
254,JBHT,1.0,1.0160224170139387,0.9966949274321023,671902,1
255,JKHY,1.0,1.0001225189904435,0.9818059299191375,362224,0
256,J,1.0,1.0042334302617064,0.9884187305725458,660960,0
257,SJM,1.0,1.007864134526897,0.9943110516188404,457610,0
258,JNJ,0.9954515050167224,1.0014111006585138,0.9903910764682166,7908238,0
259,JCI,1.0,1.0072924017878147,0.9962361797224183,2964435,0
260,JPM,0.9947814100039385,1.0088587548252994,0.9907948134217558,15479521,0
261,JNPR,1.0,1.0093499554764025,0.9959928762243989,1832897,1
262,KSU,1.0,1.0058772311710928,0.9933609055289508,520946,1
263,K,1.0,1.0109379682349415,0.9974528019178903,1246848,1
264,KEY,1.0023437499999999,1.0124707716289945,0.9867498051441933,4976178,0
265,KEYS,1.006907800057565,1.005812291567413,0.9905192949023344,1076626,1
266,KMB,0.9969518126986185,1.0100182149362478,0.9839968774395004,1806740,0
267,KIM,0.992831541218638,1.010379061371841,0.9887184115523465,3492394,0
268,KMI,0.9968627450980393,1.032258064516129,0.995279307631786,14243750,1
269,KLAC,1.0102823043378473,1.0156754055159252,0.977372892907447,1399005,0
270,KHC,1.0,1.0141931502622648,0.9831842024066647,7808228,0
271,KR,0.9919308357348703,1.006420685647879,0.9633933759442184,12195290,0
272,LB,1.0075,1.0071339950372207,0.969758064516129,4325596,0
273,LHX,1.0,1.015805749627763,0.9981680219906081,733889,1
274,LH,1.0,1.010614295969644,0.982206953133012,387869,0
275,LRCX,1.0030198562227746,1.0176915698603857,0.9863849515080464,1414518,0
276,LW,1.0,1.0158531497705465,0.9977054651647894,505756,1
277,LVS,0.9982222222222222,1.0151380231522706,0.9982190560997329,4130464,1
278,LEG,1.0,1.0097206703910615,0.9957541899441341,482901,1
279,LDOS,1.0,1.021411578112609,0.9937691174804577,614568,1
280,LEN,1.0,1.0061261261261263,0.9885885885885886,1544420,1
281,LLY,1.005886287625418,1.0014629605000664,0.9822449793855567,2771686,0
282,LNC,1.0,1.0235432607416128,0.9961742201294881,1529617,0
283,LIN,1.003394289108575,1.000507421032602,0.9898938644340141,1096082,0
284,LYV,1.0,1.0168807339449542,0.9935779816513761,983794,0
285,LKQ,0.9987096774193549,1.0164728682170543,0.9935400516795866,1530680,0
286,LMT,0.9939409499358152,1.0214909335124245,1.0,1106338,1
287,L,1.0,1.0142577578976795,0.9874196253844003,769215,0
288,LOW,0.995,1.004454088624943,0.9776724531749658,3515038,0
289,LUMN,0.998987854251012,1.005065856129686,0.9918946301925026,7618121,0
290,LYB,1.0,1.0322960251046025,1.0,1811172,1
291,MTB,0.9987999999999999,1.01231477773328,0.9781738085702845,687794,0
292,MRO,1.0047169811320753,1.0492957746478873,0.9859154929577466,23566632,0
293,MPC,0.9946127946127946,1.035883547731889,0.9962762356127285,4961878,1
294,MKTX,1.0,1.0097042513863217,0.9875600739371534,143480,0
295,MAR,0.995856493178373,1.0066977877004262,0.9799066368987213,2448558,0
296,MMC,1.0,1.007625649913345,0.9902079722703638,1348031,0
297,MLM,1.002906309751434,1.0088843132769008,0.9856630824372761,438640,0
298,MAS,1.0,1.0098159509202453,0.9957931638913234,1089292,0
299,MA,0.9964265129682996,1.004135816751504,0.9867827394724664,2283657,0
300,MXIM,1.0,1.0023151300558353,0.9910118480185209,1461517,0
301,MKC,1.0,1.0090117152297986,0.9899869830780014,324358,0
302,MCD,1.0088335320878052,1.0046858718970273,0.995359222450856,1900884,0
303,MCK,0.9956481603586971,1.0251582781456954,1.0,865708,1
304,MDT,1.002139534883721,1.0169869117237538,0.9959157152139608,3684472,0
305,MRK,1.0058472256780293,1.0009894867037725,0.9903525046382189,8884997,0
306,MET,0.9997436554729557,1.0184615384615385,0.9987179487179488,4686417,0
307,MTD,1.0,1.0143882098232055,0.9901942699585441,95589,0
308,MGM,1.0105515587529976,1.0166112956810631,0.988656858092074,11072672,1
309,MCHP,0.999820788530466,1.006452769313497,0.9899623588456712,1192946,0
310,MU,1.000096153846154,1.0047110854725507,0.9874050572060379,15905594,0
311,MSFT,0.9954024014640896,1.0054708520179372,0.9826457399103139,23451713,0
312,MAA,0.9975675018243737,1.008194749248151,0.9880516947086077,496723,0
313,MHK,1.0156494522691706,1.0076560092449922,0.9826656394453005,566367,0
314,TAP,1.0,1.0113636363636362,0.9988636363636362,1508539,1
315,MDLZ,0.9959252971137521,1.0076713262870782,0.9906239345380158,5130853,0
316,MNST,1.0,1.00656402912042,0.9806659505907626,1890246,0
317,MCO,1.0,1.0069187094142047,0.9856186040186311,484822,0
318,MS,1.0021653543307087,1.009428403064231,0.9895894716165784,20650724,0
319,MSI,0.9985087091386304,1.0078857757333175,0.9932492980464783,444957,0
320,MSCI,1.0,1.0105569409808812,0.9896370185646995,347329,0
321,NDAQ,0.9980399843198745,1.0076983503534958,0.9977219167321288,562087,1
322,NTAP,0.9987217724755008,1.014505119453925,0.9906143344709897,1557930,0
323,NFLX,1.0100718132854578,1.0175610102913208,0.9615897335632143,9510081,0
324,NWL,1.0,1.0257703081232492,0.9901960784313725,3806430,1
325,NEM,1.0061894937311537,1.0146687697160883,0.9921135646687698,4424781,1
326,NWSA,1.0,1.0160055671537926,0.9832985386221296,1430605,0
327,NWS,1.0,1.0160951714485655,0.9853044086773969,488944,0
328,NEE,1.0,1.0042384105960265,0.9890397350993377,1405336,0
329,NLSN,1.0,1.0143472022955524,0.9878048780487805,3466076,0
330,NKE,1.0020888132446233,1.000540415347796,0.9805450474793485,3695567,0
331,NI,1.0,1.0086467790747946,0.9956766104626028,3180404,1
332,NSC,1.0,1.0148161866839522,0.9996990462079822,916566,1
333,NTRS,1.008872901678657,1.0159258378892322,0.9973853101972903,691215,1
334,NOC,0.9956202046035806,1.0198118357255241,0.9999197251388754,1131159,1
335,NLOK,1.0037558685446009,1.0130963517305893,0.9939195509822264,3480183,1
336,NCLH,1.0018018018018018,1.0287769784172662,0.9808153477218226,19428231,0
337,NOV,1.0046403712296985,1.0508083140877598,0.9976905311778291,8051546,1
338,NRG,1.0063540090771559,1.0243535778713169,0.9975947083583885,2580403,1
339,NUE,1.0026909542537776,1.0254954582989264,1.0,1594218,1
340,NVDA,0.9941217391304348,1.0036562751478255,0.976872747629544,6916178,0
341,NVR,1.0,1.0074418961382898,0.9813602946981848,18684,0
342,ORLY,1.0,1.0104257444682976,0.9853763258018576,413097,0
343,OXY,1.0115384615384615,1.0408745247148288,0.9923954372623575,20258920,0
344,ODFL,1.0,1.0181782060196682,1.0,442540,1
345,OMC,0.99809994299829,1.019512659432705,1.0,2175454,1
346,OKE,1.0013586956521738,1.0396879240162822,0.998303934871099,4606009,1
347,ORCL,1.0073891625615765,1.0028524857375714,0.9918500407497962,6753050,0
348,OTIS,0.9987801158889906,1.0076335877862594,0.9851908396946565,1656463,1
349,PCAR,1.0,1.0197144799456153,1.0,1182788,1
350,PKG,1.0,1.0081714725763669,0.9959356550012834,387022,0
